文件名,歌名,语种,总歌手,歌手1,歌手2,歌手3,歌手4,性别1,性别2,性别3,性别4,原唱,伴奏,版本
MA201107535,说再见不应该在秋天,国语,栗雅馨^王子月,栗雅馨,王子月,,,女,,,,L,R,9
MA201107532,勇气,国语,梁静茹,梁静茹,,,,女,,,,1,2,1
MA201107530,无条件为你,国语,梁静茹,梁静茹,,,,女,,,,1,2,1
MA201107529,我喜欢,国语,梁静茹,梁静茹,,,,女,,,,1,2,1
MA201107526,分手快乐,国语,梁静茹,梁静茹,,,,女,,,,1,2,1
MA201107525,彩虹,国语,梁静茹,梁静茹,,,,女,,,,1,2,1
MA201107524,爱你不是两三天,国语,梁静茹,梁静茹,,,,女,,,,1,2,1
MA201107522,你怎么舍得我难过,国语,黄品源,黄品源,,,,男,,,,1,2,1
MA201107514,那么爱你为什么,国语,黄品源^莫文蔚,黄品源,莫文蔚,,,男,女,,,1,2,1
MA201107511,PS我爱你,国语,A-LIN,A-LIN,,,,女,,,,1,2,1
MA201107512,难得,国语,A-LIN,A-LIN,,,,女,,,,1,2,1
GUO201107265,"RUNNING跑,跑",国语,陈冠希,陈冠希,,,,男,,,,1,2,1
GUO201107274,武装,国语,江映蓉,江映蓉,,,,女,,,,1,2,1
FANG201107625,不要告诉妈妈,国语,王绎龙,王绎龙,,,,男,,,,1,2,11
FANG201107637,爱是野兽,国语,虞笙,虞笙,,,,男,,,,1,2,1
FANG201107645,LOVE PARTY,国语,张嘉秀,张嘉秀,,,,女,,,,1,2,1
FANG201107664,我们都傻,国语,杨丞琳,杨丞琳,,,,女,,,,1,2,1
FANG201107537,心为你而碎,国语,SARA,SARA,,,,女,,,,1,2,1
FANG201107577,100个快乐,国语,吉杰,吉杰,,,,男,,,,1,2,3
FANG201107578,1234567,国语,吉杰,吉杰,,,,男,,,,1,2,3
FANG201107579,FUNKY TOWN,国语,吉杰,吉杰,,,,男,,,,1,2,3
FANG201107580,刀点心,国语,吉杰,吉杰,,,,男,,,,1,2,3
FANG201107581,高跟鞋,国语,吉杰,吉杰,,,,男,,,,1,2,3
MA201107609,一朵花,国语,MATZKA,MATZKA,,,,合,,,,1,2,2
MA201107620,突然想爱你,国语,丁当^周华健,丁当,周华健,,,女,男,,,1,2,1
MA201107650,FOREVER 21,国语,曾轶可,曾轶可,,,,女,,,,1,2,
GUO201107322,信者得爱,粤语,郑秀文,郑秀文,,,,女,,,,1,2,1
GUO201107323,都是你,国语,DJ,DJ,,,,男,,,,R,0,1
GUO201107325,NOBODY'S HOME,英语,AVRIL LAVIGNE,AVRIL LAVIGNE,,,,女,,,,R,L,1
GUO201107310,不变的音乐,国语,王绎龙,王绎龙,,,,男,,,,R,L,1
HAN201107587,不按牌理出牌,国语,魔幻力量,魔幻力量,,,,合,,,,1,2,1
HAN201107506,WHERE THEM GIRLS AT,英语,DAVID GUETTA^FLO RIDA^NICKI MINAJ,DAVID GUETTA,FLO RIDA,NICKI MINAJ,,男,男,女,,1,2,1
HAN201107509,SPACE BOUND,英语,EMINEM,EMINEM,,,,男,,,,1,2,1
HAN201107495,REMEMBER WHEN,英语,AVRIL LAVIGNE,AVRIL LAVIGNE,,,,女,,,,1,2,1
HAN201107498,BEST THING I NEVER HAD,英语,BEYONCE,BEYONCE,,,,女,,,,1,2,1
HAN201107507,IN THE DARK,英语,DEV,DEV,,,,女,,,,1,2,1
FANG201107762,鹿港小镇,国语,罗大佑,罗大佑,,,,男,,,,1,2,3
FANG201107685,追梦赤子心,国语,GALA,GALA,,,,合,,,,1,2,1
FANG201107745,慢灵魂,国语,卢广仲,卢广仲,,,,男,,,,1,2,1
FANG201107699,一朵花,国语,MATZKA,MATZKA,,,,合,,,,1,2,1
MA201107688,爱情加油,国语,王心凌,王心凌,,,,女,,,,1,2,3
GUO201107326,PUT YOUR RECORDS ON,英语,CORINNE BAILEY RAE,CORINNE BAILEY RAE,,,,女,,,,2,1,1
GUO201107327,JUST A KISS,英语,LADY ANTEBELLUM,LADY ANTEBELLUM,,,,合,,,,1,2,1
GUO201107332,忽然之间,国语,TANK,TANK,,,,男,,,,2,1,1
GUO201107333,不浪漫的罪名,粤语,王杰,王杰,,,,男,,,,R,L,1
GUO201107335,心经,国语,陈奕迅,陈奕迅,,,,男,,,,2,1,1
GUO201107337,记得,国语,方大同,方大同,,,,男,,,,2,1,3
GUO201107340,误点,国语,黄小琥,黄小琥,,,,女,,,,2,1,1
GUO201107346,等不到的爱,国语,文章,文章,,,,男,,,,2,1,4
GUO201107349,我怀念的,国语,萧敬腾,萧敬腾,,,,男,,,,2,1,3
GUO201107352,鸽子,国语,杨宗纬,杨宗纬,,,,男,,,,2,1,1
GUO201107359,爱的飞行日记,国语,周杰伦^杨瑞代,周杰伦,杨瑞代,,,男,男,,,1,2,3
GUO201108004,舞女,国语,韩宝仪,韩宝仪,,,,女,,,,1,2,1
GUO201108009,我,粤语,张国荣,张国荣,,,,男,,,,2,1,1
GUO201108011,烟花句,粤语,张学友,张学友,,,,男,,,,1,2,1
HAN201107742,FOREVER 21,国语,曾轶可,曾轶可,,,,女,,,,1,2,1
HAN201107663,临时演员,国语,黄渤,黄渤,,,,男,,,,1,2,4
GUO201108013,爱拼才会赢,台语,卓依婷^林正桦,卓依婷,林正桦,,,女,男,,,1,2,2
GUO201108021,游园会,国语,周杰伦,周杰伦,,,,男,,,,1,2,1
GUO201108022,雨下了一整晚,国语,周杰伦,周杰伦,,,,男,,,,1,2,1
GUO201108031,恰似你的温柔,国语,郑秀文,郑秀文,,,,女,,,,1,2,3
GUO201108040,一言难尽,国语,张宇,张宇,,,,男,,,,1,2,3
GUO201108051,漂流瓶,国语,张靓颖,张靓颖,,,,女,,,,1,2,4
GUO201108060,够爱,国语,曾沛慈,曾沛慈,,,,女,,,,1,2,1
GUO201108076,回娘家,国语,于文华,于文华,,,,女,,,,1,2,1
GUO201108089,大悲咒,国语,佚名,佚名,,,,合,,,,L,R,5
GUO201108114,黑色泪滴,国语,薛凯琪,薛凯琪,,,,女,,,,1,2,1
GUO201108115,苏州河,国语,薛凯琪,薛凯琪,,,,女,,,,2,1,1
GUO201108119,断桥残雪,国语,许嵩,许嵩,,,,男,,,,L,R,4
GUO201108142,离春天多么远,粤语,辛晓琪,辛晓琪,,,,女,,,,1,2,4
GUO201108158,傻瓜,国语,吴克群,吴克群,,,,男,,,,1,2,1
GUO201108162,你的眼神,粤语,卫兰,卫兰,,,,女,,,,1,2,4
GUO201108178,LOVE！,国语,田馥甄,田馥甄,,,,女,,,,1,2,1
GUO201108181,不是因为寂寞才想你,国语,陶钰玉,陶钰玉,,,,女,,,,1,2,1
GUO201108204,心淡,粤语,容祖儿,容祖儿,,,,女,,,,1,2,3
GUO201108233,在那遥远的地方,国语,莫文蔚,莫文蔚,,,,女,,,,1,2,1
GUO201108283,同桌的你,国语,刘若英,刘若英,,,,女,,,,1,2,4
GUO201108315,可惜不是你,国语,李维,李维,,,,男,,,,1,2,1
GUO201108420,WONDERFUL TONIGHT,英语,方大同,方大同,,,,男,,,,1,2,1
GUO201108426,橄榄树,国语,董文华,董文华,,,,女,,,,2,1,5
GUO201108470,台湾的心跳声,国语,蔡依林,蔡依林,,,,女,,,,1,2,1
GUO201108491,兰花指,国语,阿里郎,阿里郎,,,,男,,,,1,2,2
GUO201108503,WAKA WAKA,英语,SHAKIRA,SHAKIRA,,,,女,,,,1,2,1
GUO201108506,少了一个人,国语,SHE,SHE,,,,合,,,,1,2,1
GUO201108530,SPEECHLESS,英语,LADY GAGA,LADY GAGA,,,,女,,,,1,2,3
GUO201108542,2010最新粤语DJ慢摇,粤语,DJ,DJ,,,,合,,,,L,R,10
GUO201108544,极品男人全中文串烧,国语,DJ,DJ,,,,合,,,,L,R,10
GUO201108545,亲爱的你还爱我吗,国语,DJ,DJ,,,,合,,,,1,2,1
GUO201108546,输的我是赢的不是你,国语,DJ,DJ,,,,合,,,,1,2,1
GUO201108547,我的心一路向北,国语,DJ,DJ,,,,合,,,,1,2,1
GUO201108548,真爱如水,国语,DJ,DJ,,,,合,,,,1,2,1
GUO201108549,中英文经典嗨曲,国语,DJ,DJ,,,,合,,,,L,R,1
GUO201108551,最爽中文慢摇,国语,DJ,DJ,,,,合,,,,L,R,10
GUO201108556,爱的双重魔力,国语,BY2,BY2,,,,合,,,,1,2,1
GUO201108557,曾经的约定,国语,BY2,BY2,,,,合,,,,L,R,1
HAN201108098,当我唱起这首歌,国语,小贱,小贱,,,,男,,,,1,2,1
HAN201108138,黎明之前,国语,信,信,,,,男,,,,1,2,1
HAN201108149,不要爱我,国语,薛凯琪,薛凯琪,,,,女,,,,1,2,1
MA201108047,玫瑰玫瑰我爱你,国语,王若琳,王若琳,,,,女,,,,1,2,1
MA201108099,CLUB CAN'T HANDLE ME,英语,FLO RIDA^DAVIDGUETTA,FLO RIDA,DAVIDGUETTA,,,男,男,,,1,2,1
MA201108132,BETTER MAN,英语,ROBBIE WILLIAMS,ROBBIE WILLIAMS,,,,男,,,,L,R,1
HAN201108029,尊严,粤语,陈柏宇,陈柏宇,,,,男,,,,1,2,1
GUO201108570,我还是不懂,国语,A-LIN,A-LIN,,,,女,,,,1,2,9
GUO201108572,FREE LOOP,英语,DANIEL POWTER,DANIEL POWTER,,,,男,,,,1,2,1
GUO201108586,勇敢的不是我,国语,A-LIN,A-LIN,,,,女,,,,2,1,1
GUO201108588,玫瑰玫瑰我爱你,国语,黄龄,黄龄,,,,女,,,,2,1,1
GUO201108592,早开的晚霞,国语,林宥嘉,林宥嘉,,,,男,,,,2,1,1
GUO201108603,不哭,国语,王心凌,王心凌,,,,女,,,,R,L,1
GUO201108616,认真,国语,张惠妹,张惠妹,,,,女,,,,2,1,1
GUO201108617,HIGH咖,国语,张惠妹,张惠妹,,,,女,,,,2,1,1
FANG201108106,洪湖水浪打浪,国语,金波,金波,,,,男,,,,1,2,2
FANG201108050,BE ON YOU,英语,FLO RIDA^NE YO,FLO RIDA,NE YO,,,男,男,,,1,2,1
FANG201108053,SWEET CHILD OF MINE,英语,GUNS N'ROSES,GUNS N'ROSES,,,,合,,,,1,2,1
GUO201108628,花火,国语,丁当^信,丁当,信,,,合,女,男,,1,2,1
GUO201108629,笨的可以,国语,郭采洁,郭采洁,,,,女,,,,1,2,1
GUO201108633,他夏了夏天,国语,苏打绿,苏打绿,,,,合,,,,1,2,1
GUO201108635,忧伤倒数,国语,小昔米,小昔米,,,,男,,,,2,1,1
GUO201108638,冬天的秘密,国语,周传雄,周传雄,,,,男,,,,2,1,1
MA201108375,美妙生活,国语,林宥嘉,林宥嘉,,,,男,,,,1,2,1
MA201108388,离开的理由,国语,牛奶咖啡,牛奶咖啡,,,,合,,,,1,2,1
MA201108212,陪着我的时候想着她,国语,郭静,郭静,,,,女,,,,1,2,1
MA201108218,朋友的酒,国语,李晓杰,李晓杰,,,,男,,,,1,2,1
MA201108235,缺陷美,国语,杨丞琳,杨丞琳,,,,女,,,,1,2,1
GUO201108645,梦驼铃,国语,费玉清,费玉清,,,,男,,,,1,2,2
FANG201108234,UPRISING,英语,MUSE,MUSE,,,,合,,,,1,2,1
FANG201108235,LONELY,英语,NANA,NANA,,,,女,,,,1,2,1
FANG201108264,I DREAMED A DREAM,英语,SUSAN BOYLE,SUSAN BOYLE,,,,女,,,,1,2,1
FANG201108283,SEX BOMB,英语,TOM JONES,TOM JONES,,,,男,,,,1,2,1
FANG201108296,忘记你太难,国语,阿里郎,阿里郎,,,,男,,,,1,2,2
FANG201108318,刀剑如梦,国语,董贞,董贞,,,,女,,,,1,2,9
FANG201108329,今天是你的生日,国语,黑鸭子,黑鸭子,,,,合,,,,1,2,2
FANG201108399,微加幸福,国语,郁可唯,郁可唯,,,,女,,,,1,2,1
GUO201108650,猛男日记,国语,罗志祥,罗志祥,,,,男,,,,1,2,2
GUO201108652,淘汰,国语,容祖儿,容祖儿,,,,女,,,,1,2,3
GUO201108661,迷宫,国语,王若琳,王若琳,,,,女,,,,1,2,1
GUO201108662,时光机,国语,周杰伦,周杰伦,,,,男,,,,1,2,1
CHI103982,专属味道,国语,汪苏泷^林希儿,汪苏泷,林希儿,,,男,女,,,2,1,
HAN201108263,不想去远方,国语,卢广仲,卢广仲,,,,男,,,,1,2,1
MA201108459,高原蓝,国语,乌兰图雅,乌兰图雅,,,,女,,,,1,2,1
MA201108465,爱情这杯酒谁喝都得醉,国语,闫旭,闫旭,,,,男,,,,1,2,1
MA201108401,大声唱,国语,凤凰传奇,凤凰传奇,,,,合,,,,1,2,1
MA201108422,开到荼靡,国语,萧敬腾,萧敬腾,,,,男,,,,L,R,2
MA201108466,海枯石烂,国语,OLIVIA ONG,OLIVIA ONG,,,,女,,,,1,2,1
MA201108471,没收,国语,戚薇,戚薇,,,,女,,,,1,2,1
HAN201107075,怎么唱情歌,国语,刘惜君,刘惜君,,,,女,,,,1,2,1
FANG201106284,我们都一样,国语,张杰,张杰,,,,男,,,,1,2,2
Ma804085,高原红,国语,容中尔甲,容中尔甲,,,,男,,,,1,2,3
Ma807223,读你,国语,费翔,费翔,,,,男,,,,1,2,3
Ma812097,神奇的九寨,国语,容中尔甲,容中尔甲,,,,男,,,,1,2,3
Ma822460,至少还有你,国语,迪克牛仔,迪克牛仔,,,,男,,,,1,2,3
HAN201108315,再别康桥,国语,林宥嘉,林宥嘉,,,,男,,,,1,2,2
HAN201108271,走火入魔,国语,丁当^信,丁当,信,,,女,男,,,1,2,1
HAN201108442,A LOVE THEME,英语,OLIVIA ONG,OLIVIA ONG,,,,女,,,,1,2,1
HAN201108453,远得要命的爱情,国语,信,信,,,,男,,,,1,2,1
GUO201108663,REHAB,英语,AMY WINEHOUSE,AMY WINEHOUSE,,,,女,,,,1,2,1
GUO201108672,那些日子,国语,林宥嘉,林宥嘉,,,,男,,,,2,1,2
GUO201108678,黑雨,国语,莫文蔚,莫文蔚,,,,女,,,,1,2,1
GUO201108681,大龄文艺女青年之歌,国语,邵夷贝,邵夷贝,,,,女,,,,2,1,2
GUO201108683,我对不起我,国语,田馥甄,田馥甄,,,,女,,,,2,1,1
GUO201108686,小男人大男孩,国语,萧敬腾,萧敬腾,,,,男,,,,2,1,9
GUO201108689,左手右手,国语,杨沛宜,杨沛宜,,,,女,,,,1,2,9
GUO201108690,遥望,国语,小柯,小柯,,,,男,,,,2,1,4
GUO201108691,明天以后,国语,泳儿^林峰,泳儿,林峰,,,女,男,,,1,2,1
GUO201108692,诱惑的街,国语,林忆莲,林忆莲,,,,女,,,,1,2,1
GUO201108693,我是真的爱你,国语,张信哲,张信哲,,,,男,,,,L,R,1
GUO201108695,我不能悲伤地坐在你身旁,国语,左小祖咒,左小祖咒,,,,男,,,,2,1,1
GUO201108713,给还没遇见的你,国语,梁静茹,梁静茹,,,,女,,,,2,1,3
GUO201108720,A LITTLE LOVE,英语,冯曦妤,冯曦妤,,,,女,,,,2,1,1
GUO201108724,南方,国语,达达乐队,达达乐队,,,,合,,,,2,1,1
GUO201108728,3,英语,BRITNEY SPEARS,BRITNEY SPEARS,,,,女,,,,1,2,1
FANG201108591,伤心城市,国语,云菲菲,云菲菲,,,,女,,,,1,2,1
FANG201108595,真爱的味道,国语,张靓颖,张靓颖,,,,女,,,,1,2,1
HAN201108588,晒焦的一双耳朵,国语,杨丞琳,杨丞琳,,,,女,,,,1,2,1
HAN201108590,HIGH咖,国语,张惠妹,张惠妹,,,,女,,,,1,2,1
HAN201108550,兄弟无数,国语,景岗山,景岗山,,,,男,,,,1,2,4
HAN201108560,我只在乎你,国语,苏打绿,苏打绿,,,,合,,,,1,2,3
HAN201108563,MY LOVE,国语,田馥甄,田馥甄,,,,女,,,,1,2,1
HAN201108545,我的好兄弟,国语,高进^小沈阳,小沈阳,小沈阳,,,男,,,,1,2,2
GUO201108734,真爱的味道,国语,张靓颖,张靓颖,,,,女,,,,1,2,4
GUO201108735,离人,国语,张学友,张学友,,,,男,,,,1,2,1
GUO201108738,无言花,台语,萧敬腾,萧敬腾,,,,男,,,,1,2,1
GUO201108741,玛利亚,国语,金雅中,金雅中,,,,女,,,,1,2,1
GUO201108743,HIGH歌,国语,黄龄,黄龄,,,,女,,,,1,2,1
GUO201108748,传奇,国语,凤凰传奇,凤凰传奇,,,,合,,,,1,2,5
GUO201108750,天边,国语,布仁巴雅尔,布仁巴雅尔,,,,男,,,,1,2,1
GUO201108751,LA ISLA BONITA,英语,MADONNA,MADONNA,,,,女,,,,R,L,1
GUO201108752,YESTERDAY ONCE MORE,英语,THE CARPENTERS,THE CARPENTERS,,,,合,,,,1,2,5
MA201108625,原来你什么都不要[02LIVE],国语,迪克牛仔,迪克牛仔,,,,男,,,,1,2,3
MA201108669,明天的记忆,国语,孙燕姿,孙燕姿,,,,女,,,,R,L,1
MA201108681,光芒,国语,凤凰传奇,凤凰传奇,,,,合,,,,1,2,1
MA201108807,一个人对话,国语,张惠妹,张惠妹,,,,女,,,,1,2,1
MA201108809,只能想念你,国语,萧敬腾,萧敬腾,,,,男,,,,1,2,1
MA201108811,你,国语,萧敬腾,萧敬腾,,,,男,,,,1,2,1
CHI012024,散场的拥抱,国语,倪安东,倪安东,,,,男,,,,2,1,
CHI006047,因为爱,国语,韦礼安,韦礼安,,,,男,,,,2,1,
HAN201104608,E.T,英语,Katy Perry^Kanye West,Katy Perry,KANYE WEST,,,女,男,,,1,2,1
HAN201105018,默背你的心碎,国语,余文乐,余文乐,,,,男,,,,1,2,1
CHI105028,你在看我吗,国语,张惠妹,张惠妹,,,,女,,,,2,1,1
MA201105584,晚安,国语,林宥嘉,林宥嘉,,,,男,,,,1,2,1
MA201105691,好的事情,国语,严爵,严爵,,,,男,,,,1,2,1
FANG201106305,自然醒,国语,林宥嘉,林宥嘉,,,,男,,,,1,2,1
FANG201106324,又不是这样就不孤独,国语,严爵,严爵,,,,男,,,,1,2,
HAN201106543,RUN THE WORLD,英语,BEYONCE,BEYONCE,,,,女,,,,1,2,1
HAN201106588,LAST FRIDAY NIGHT,英语,KATY PERRY,KATY PERRY,,,,女,,,,1,2,1
MA201107013,无菇朋友,国语,方大同,方大同,,,,男,,,,1,2,1
MA201107735,复制人,国语,萧敬腾,萧敬腾,,,,男,,,,1,2,1
MA201108124,THE EDGE OF GLORY,英语,LADY GAGA,LADY GAGA,,,,女,,,,1,2,3
MA201108120,JUDAS,英语,LADY GAGA,LADY GAGA,,,,女,,,,1,2,3
MA201108119,HAIR,英语,LADY GAGA,LADY GAGA,,,,女,,,,1,2,3
MA201108864,策马奔腾,国语,凤凰传奇,凤凰传奇,,,,合,,,,1,2,1
MA201108869,黑白之间,国语,戚薇^范逸臣,戚薇,范逸臣,,,女,男,,,1,2,1
MA201108872,你说有个女孩,国语,张震岳,张震岳,,,,男,,,,1,2,1
MA201108911,雪人,国语,范晓萱^王力宏,范晓萱,王力宏,,,女,男,,,1,2,9
FANG201108645,CHAMPAGNE SHOWERS,英语,LMFAO,LMFAO,,,,合,,,,1,2,1
MA201109119,LITTLE BAD GIRL,英语,DAVID GUETTA^LUDACRIS^TAIO CRUZ,DAVID GUETTA,LUDACRIS,TAIO CRUZ,,男,,,,1,2,1
HAN201109115,MEAN,英语,TAYLORSWIFT,TAYLORSWIFT,,,,女,,,,1,2,1
MA201109079,SPARKS FLY,英语,TAYLOR SWIFT,TAYLOR SWIFT,,,,女,,,,1,2,1
MA201109019,鸿雁,国语,呼斯楞,呼斯楞,,,,男,,,,1,2,1
MA201109086,RAIN OVER ME,英语,PITBULLL^MARC ANTHONY,PITBULL,MARC ANTHONY,,,男,,,,1,2,1
MA201109093,MOVES LIKE JAGGER,英语,MAROON 5,MAROON 5,,,,合,,,,1,2,1
MA201109097,CHAMPAGNE SHOWERS FT. NATALIA KILLS,英语,LMFAO,LMFAO,,,,合,,,,1,2,1
MA201109118,SKYSCRAPER,英语,DEMI LOVATO,DEMI LOVATO,,,,女,,,,1,2,1
GUO201109002,魂,国语,信,信,,,,男,,,,1,2,1
GUO201109007,张三的歌,国语,青鸟飞鱼,青鸟飞鱼,,,,合,,,,1,2,1
GUO201109010,你还在不在,国语,梁静茹,梁静茹,,,,女,,,,L,R,1
GUO201109011,恋曲1990,国语,江淑娜,江淑娜,,,,女,,,,R,L,1
GUO201109013,嘻唰唰-HIGH PARTY 2,国语,花儿乐队,花儿乐队,,,,合,,,,1,2,1
FANG201109047,可惜不是你,国语,曹轩宾,曹轩宾,,,,男,,,,1,2,3
HAN201109295,MY WAY,英语,张学友,张学友,,,,男,,,,1,2,2
HAN201109256,LIGHTERS,英语,BAD MEETS EVIL,BAD MEETS EVIL,,,,男,,,,1,2,1
HAN201109260,YOU MAKE ME FEEL,英语,COBRA STARSHIP,COBRA STARSHIP,,,,男,,,,1,2,1
HAN201109251,HOW TO LOVE,英语,LIL WAYNE,LIL WAYNE,,,,男,,,,1,2,1
HAN201109254,CHEERS(DRINK TO THAT),英语,RIHANNA,RIHANNA,,,,女,,,,1,2,1
HAN201109134,READY FOR LOVE,国语,OLIVIA ONG,OLIVIA ONG,,,,女,,,,1,2,1
HAN201109141,有你在,国语,吴建豪,吴建豪,,,,男,,,,1,2,1
HAN201109142,被遗忘的,国语,杨宗纬,杨宗纬,,,,男,,,,1,2,1
GUO201109026,握不住的他,国语,林俊杰,林俊杰,,,,男,男,,,1,2,1
GUO201109027,爱江山更爱美人,国语,李丽芬,李丽芬,,,,女,,,,1,2,1
FANG201109359,独行,粤语,谢天华,谢天华,,,,男,,,,1,2,4
FANG201109381,伤不起,国语,郁可唯,郁可唯,,,,女,,,,1,2,1
FANG201109216,STEREO HEARTS,英语,GYM CLASS HEROES,GYM CLASS HEROES,,,,合,,,,1,2,1
HAN201109439,火鸟,粤语,杨千嬅,杨千嬅,,,,女,,,,1,2,1
HAN201109466,说好了不见面,国语,小贱,小贱,,,,男,,,,1,2,
HAN201109401,还是要幸福,国语,田馥甄,田馥甄,,,,女,,,,1,2,
HAN201109404,陪你一起看草原,国语,乌兰托娅,乌兰托娅,,,,女,,,,1,2,
HAN201109405,我和草原有个约定,国语,乌兰托娅,乌兰托娅,,,,女,,,,1,2,
HAN201109415,云中的ANGEL,国语,张杰,张杰,,,,男,,,,1,2,
HAN201109417,别在我睡着的时候打电话给我,国语,卢广仲,卢广仲,,,,男,,,,1,2,
HAN201109419,下一个奇迹,国语,郭静,郭静,,,,女,,,,1,2,
HAN201109330,为你等待,国语,次仁央宗,次仁央宗,,,,女,,,,1,2,
HAN201109332,往事只能回味,国语,邓丽君,邓丽君,,,,女,,,,1,2,
GUO201109066,敬礼,国语,陈冠希,陈冠希,,,,男,,,,1,2,1
GUO201109047,SOMEONE LIKE YOU,英语,ADELE,ADELE,,,,女,,,,2,1,3
GUO201109065,PRICE TAG,英语,TYLER WARD,TYLER WARD,,,,男,,,,2,1,1
GUO201109048,EVERY TEARDROP IS A WATERFALL,英语,COLD PLAY,COLD PLAY,,,,合,,,,2,1,1
GUO201109052,E.T,英语,TYLER WARD,TYLER WARD,,,,男,,,,2,1,1
GUO201109059,DON'T STOP THE PARTY,英语,BLACK EYED PEAS,BLACK EYED PEAS,,,,合,,,,2,1,1
GUO201109050,CREEP,英语,RADIOHEAD,RADIOHEAD,,,,合,,,,2,1,3
GUO201109084,GIRLS ON THE DANCE FLOOR,英语,FAR EAST MOVEMENT,FAR EAST MOVEMENT,,,,合,,,,2,1,1
H201207896,勿忘心安,国语,张杰,张杰,,,,男,,,,1,2,1
GUO201109097,三寸天堂,国语,严艺丹,严艺丹,,,,女,,,,1,2,4
FANG201109471,爱没那么简单,国语,梁一贞,梁一贞,,,,女,,,,1,2,
FANG201109473,玩具,国语,梁一贞,梁一贞,,,,女,,,,1,2,
FANG201109411,MR. SAXOBEAT,英语,ALEXANDRA STAN,ALEXANDRA STAN,,,,女,,,,1,2,1
FANG201109412,HUSH HUSH,英语,ALEXIS JORDAN,ALEXIS JORDAN,,,,女,,,,1,2,
FANG201109565,沦陷,国语,信,信,,,,男,,,,1,2,
FANG201109577,重新认识我,国语,杨丞琳,杨丞琳,,,,女,,,,1,2,
FANG201109453,劲歌金曲3PARTY KING,粤语,古巨基,古巨基,,,,男,,,,1,2,1
FANG201109456,月光,国语,胡彦斌,胡彦斌,,,,男,,,,1,2,
FANG201109432,我可以很勇敢,国语,安心亚,安心亚,,,,女,,,,1,2,
GUO201109098,火力全开,国语,王力宏,王力宏,,,,男,,,,2,1,1
GUO201109110,问,国语,周华健,周华健,,,,男,,,,2,1,3
GUO201109115,ALIVE,英语,BLACK EYED PEAS,BLACK EYED PEAS,,,,合,,,,2,1,1
GUO201109106,MARY SAYS,英语,王力宏,王力宏,,,,男,,,,2,1,3
W201207050,MAKE YOU FEEL MY LOVE,英语,ADELE,ADELE,,,,女,,,,2,1,3
GUO201109108,曾经,国语,张柏芝,张柏芝,,,,女,,,,2,1,2
MA201109426,千百度,国语,许嵩,许嵩,,,,男,,,,1,2,3
MA201109563,伤不起,国语,王麟^老猫,王麟,,,,男,,,,1,2,1
MA201109546,我和春天有个约会,粤语,陈洁丽,陈洁丽,,,,女,,,,1,2,
MA201109551,夜上海,粤语,陈洁丽,陈洁丽,,,,女,,,,1,2,
MA201109346,离别的车站,国语,陈瑞,陈瑞,,,,女,,,,L,R,
MA201109208,为你等待,国语,次仁央宗,次仁央宗,,,,男,,,,1,2,
HAN201109502,某人,国语,汪苏泷,汪苏泷,,,,男,,,,1,2,1
HAN201109573,劲歌金曲3PARTY KING,粤语,古巨基,古巨基,,,,男,,,,1,2,1
HAN201109472,请安静的忘记我,国语,SARA^孙子涵,SARA,孙子涵,,,女,男,,,L,R,1
HAN201109491,老子有钱,国语,MC HOTDOG,MC HOTDOG,,,,男,,,,1,2,1
HAN201109494,画壁,国语,孙俪^邓超,孙俪,邓超,,,女,男,,,1,2,4
HAN201109598,FLY,英语,NICKI MINAJ^RIHANNA,NICKI MINAJ,RIHANNA,,,女,,,,1,2,1
HAN201109629,离开,国语,郭静,郭静,,,,女,,,,1,2,1
HAN201109640,莎呦哪啦,国语,信,信,,,,男,,,,1,2,3
CHI110506,为你等待,国语,次仁央宗,次仁央宗,,,,女,,,,2,1,
GUO201109126,HAVE I TOLD YOU LATELY,英语,OLIVIA ONG,OLIVIA ONG,,,,女,,,,2,1,3
MA201109890,你在看孤独的风景,国语,本兮^单小源,本兮,单小源,,,女,男,,,1,2,1
MA201109895,等待的季节,国语,刘诗诗,刘诗诗,,,,女,,,,1,2,4
MA201109897,一念执着,国语,胡歌^阿兰,胡歌,阿兰,,,女,女,,,1,2,4
MA201109887,勇气,国语,迪克牛仔,迪克牛仔,,,,男,,,,1,2,1
FANG201109756,玫瑰花的葬礼,国语,许嵩,许嵩,,,,男,,,,1,2,9
FANG201109623,PAPI,英语,JENNIFER LOPEZ,JENNIFER LOPEZ,,,,女,,,,1,2,1
FANG201109681,I'M STILL LOVING YOU,英语,连诗雅,连诗雅,,,,女,,,,1,2,1
FANG201109731,我本人,粤语,吴雨霏,吴雨霏,,,,女,,,,1,2,1
FANG201109736,你们的幸福,粤语,谢安琪,谢安琪,,,,女,,,,1,2,1
FANG201109754,美瞳,国语,徐良,徐良,,,,男,,,,1,2,1
HAN201109742,宿敌,国语,许嵩,许嵩,,,,男,,,,1,2,4
HAN201109667,最后情人,国语,容祖儿,容祖儿,,,,女,,,,1,2,1
GUO201110009,我心中尚未崩坏的地方,国语,五月天,五月天,,,,合,,,,1,2,1
GUO201110011,我爱的人,国语,林宥嘉,林宥嘉,,,,男,,,,R,L,3
GUO201110013,世界,国语,陈奕迅,陈奕迅,,,,男,,,,R,L,1
GUO201110014,PK,国语,曹格^梁静茹,曹格,梁静茹,,,男,女,,,1,2,1
